,monto_original,saldo_capital,Cliente,ultima_gestion,cartera,tipo_cartera,descripcion_reaccion,tipo_trabajo,genero,ubicacion_electoral,salario_inferior,salario_superior,edad,Recuperable,year_ultimo_pago
130218,199.68,199.68,137558,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,97.5,130.0,38,No,0
105907,864.89,864.89,112093,2019,CITI,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,487.5,520.0,40,No,0
190197,580.94,580.94,201482,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,195.0,227.5,53,No,0
8337,749.27,749.27,9393,2021,SCOTIABANK,Propia,Contacto indirecto,PROPIO,FEM,HEREDIA,747.5,780.0,42,No,0
91091,430.58,430.58,97109,2021,CITI,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,292.5,325.0,37,No,0
151828,1193.45,1193.45,159880,2021,SCOTIABANK,Propia,Contacto indirecto,PROPIO,MASC,ALAJUELA,487.5,520.0,43,No,0
206807,1383.53,1383.53,218459,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,SAN JOSE,552.5,585.0,47,No,0
203164,166.47,166.47,214722,2021,CITI,Propia,Contacto indirecto,PRIVADO,FEM,GUANACASTE,0.0,32.5,36,No,0
63781,665.18,665.18,69303,2020,CITI,Propia,Contacto indirecto,PROPIO,FEM,CARTAGO,227.5,260.0,43,No,0
107126,1368.86,1368.86,113322,2021,SCOTIABANK,Propia,Contacto sin Promesa,PROPIO,FEM,SAN JOSE,325.0,357.5,36,No,0
225202,903.19,903.19,237638,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,422.5,455.0,44,No,0
144010,629.31,629.31,151907,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,552.5,585.0,40,No,0
154823,2253.6,2253.6,163021,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,ALAJUELA,455.0,487.5,49,No,0
19419,1207.03,1141.17,21424,0,CORPORATIVO,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,PUNTARENAS,130.0,162.5,77,No,2012
10586,1495.57,1495.57,11781,2021,CREDIX,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,390.0,422.5,28,No,0
75583,1559.66,1559.66,81342,2021,DAVIVIENDA,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,487.5,520.0,46,No,0
158930,730.39,730.39,167749,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,292.5,325.0,42,No,0
112280,3119.24,3119.24,118583,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,195.0,227.5,46,No,0
59763,1571.4,1571.4,65147,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,292.5,325.0,53,No,0
172682,4734.64,4734.64,183240,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,GUANACASTE,520.0,552.5,59,No,0
148258,5458.75,5458.75,156251,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,FEM,ALAJUELA,520.0,552.5,52,No,0
166338,310.78,310.78,176399,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,357.5,390.0,34,No,0
145808,1804.88,1804.88,153748,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,FEM,SAN JOSE,357.5,390.0,30,No,0
105285,69.7,69.7,111464,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,130.0,162.5,39,No,0
99241,1124.21,1124.21,105368,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,357.5,390.0,45,No,0
187892,4776.87,4776.87,199105,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,65.0,97.5,55,No,0
185779,844.35,844.35,196924,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,325.0,357.5,50,No,0
130044,782.9,782.9,137370,2021,CITI,Propia,Contacto sin Promesa,PUBLICO,MASC,HEREDIA,292.5,325.0,56,No,0
82184,2944.27,2944.27,88095,2021,SCOTIABANK,Propia,Contacto sin Promesa,PROPIO,FEM,SAN JOSE,357.5,390.0,38,No,0
4102,88.73,88.73,4621,2021,SCOTIABANK,Propia,Contacto indirecto,PROPIO,FEM,SAN JOSE,292.5,325.0,77,No,0
31593,1258.69,1258.69,35325,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,2307.5,2340.0,32,No,0
175168,8401.75,5272.72,185905,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,910.0,942.5,57,No,2012
70163,1415.68,1415.68,75803,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,162.5,195.0,45,No,0
43617,2557.94,2557.94,48373,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,877.5,910.0,50,No,0
26724,2894.59,2894.59,29715,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,FEM,HEREDIA,227.5,260.0,68,No,2019
50458,3788.55,3788.55,55506,2021,SCOTIABANK,Propia,Contacto indirecto,PROPIO,MASC,CARTAGO,260.0,292.5,54,No,0
176318,3684.69,3684.69,187115,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,MASC,GUANACASTE,422.5,455.0,38,No,0
163943,555.82,555.82,173679,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,HEREDIA,455.0,487.5,31,No,0
131878,716.67,716.67,139309,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,260.0,292.5,38,No,0
172767,488.77,488.77,183334,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,357.5,390.0,45,No,0
13726,640.89,640.89,15126,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,FEM,LIMON,552.5,585.0,33,No,0
6499,331.57,331.57,7360,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,PUNTARENAS,357.5,390.0,33,No,0
158344,1867.14,1867.14,167039,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,682.5,715.0,41,No,0
92215,587.17,587.17,98240,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,520.0,552.5,36,No,0
199521,1427.77,1427.77,211031,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,PUNTARENAS,325.0,357.5,55,No,0
15067,368.9,368.9,16580,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,LIMON,357.5,390.0,44,No,0
111730,1280.38,1280.38,118015,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,520.0,552.5,36,No,2020
85481,2656.35,2656.35,91418,2021,SCOTIABANK,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,617.5,650.0,60,No,0
168443,1672.88,1672.88,178686,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,CARTAGO,357.5,390.0,50,No,0
123437,10017.05,10017.05,130388,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,292.5,325.0,39,No,2019
79819,686.68,686.68,85686,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,227.5,260.0,42,No,2013
190927,1358.86,1358.86,202227,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,1170.0,1202.5,38,No,0
205340,159.55,159.55,216954,2021,CITI,Propia,Contacto indirecto,PRIVADO,FEM,PUNTARENAS,357.5,390.0,49,No,0
179700,972.48,972.48,190630,2020,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,520.0,552.5,55,No,0
33565,2536.59,2536.59,37551,2021,A-PROMERICA,Propia,Contacto indirecto,PUBLICO,MASC,LIMON,487.5,520.0,28,No,0
74855,373.88,373.88,80591,2021,CITI,Propia,Contacto indirecto,PROPIO,MASC,SAN JOSE,292.5,325.0,46,No,0
193115,1631.64,1629.24,204482,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,GUANACASTE,97.5,130.0,32,No,2017
193155,722.57,722.57,204523,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,PUNTARENAS,325.0,357.5,40,No,0
132901,134.92,134.92,140399,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,845.0,877.5,38,No,0
22962,974.41,974.41,25375,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,CARTAGO,260.0,292.5,37,No,0
166307,2257.48,2257.48,176359,2020,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,357.5,390.0,54,No,0
204680,699.91,699.91,216276,2021,SERVIVALORES,Propia,Contacto indirecto,PROPIO,FEM,GUANACASTE,260.0,292.5,55,No,0
121313,256.84,256.84,128107,2021,CREDIX,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,1040.0,1072.5,60,No,0
99234,1184.34,1184.34,105360,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,292.5,325.0,46,No,0
88366,191.47,191.47,94335,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,357.5,390.0,44,No,0
204974,1944.85,1741.5,216577,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,MASC,ALAJUELA,520.0,552.5,61,No,2019
176830,2116.4,2116.4,187643,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,227.5,260.0,63,No,0
145072,2437.73,2437.73,152995,2021,SCOTIABANK,Propia,Contacto sin Promesa,PROPIO,MASC,HEREDIA,747.5,780.0,42,No,0
125269,275.95,275.95,132330,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,357.5,390.0,34,No,0
216239,544.5,544.5,228230,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,GUANACASTE,260.0,292.5,42,No,2019
146440,1017.5,1017.5,154389,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,FEM,CARTAGO,357.5,390.0,52,No,0
163290,5248.66,5248.66,172912,2021,SCOTIABANK,Propia,Contacto indirecto,PUBLICO,MASC,SAN JOSE,1137.5,1170.0,68,No,0
42561,927.72,927.72,47268,2019,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,0.0,32.5,67,No,0
19030,767.52,767.52,20986,2021,CREDIX,Propia,Contacto indirecto,PRIVADO,MASC,LIMON,357.5,390.0,36,No,0
115596,13681.61,13681.61,122026,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,390.0,422.5,46,No,0
163338,961.2,961.2,172977,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,ALAJUELA,357.5,390.0,27,No,0
83938,463.5,463.5,89868,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,390.0,422.5,51,No,0
99079,616.91,616.91,105201,2021,CITI,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,520.0,552.5,35,No,0
131585,985.55,985.55,138996,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,FEM,CARTAGO,390.0,422.5,43,No,0
89948,1035.15,1035.15,95941,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,227.5,260.0,41,No,2016
120034,453.01,453.01,126722,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,1007.5,1040.0,46,No,0
149392,742.74,742.74,157401,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,455.0,487.5,39,No,0
144474,204.41,204.41,152382,2021,SCOTIABANK,Propia,Contacto sin Promesa,PUBLICO,MASC,SAN JOSE,780.0,812.5,39,No,0
103740,145.73,900.49,109911,2021,CREDIX,Propia,Contacto sin Promesa,PROPIO,MASC,CARTAGO,357.5,390.0,31,No,0
71288,9353.02,9353.02,76942,2020,CORPORATIVO,Administrada,Contacto indirecto,PRIVADO,MASC,SAN JOSE,292.5,325.0,33,No,0
118117,766.83,766.83,124667,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,422.5,455.0,43,No,0
78204,1717.39,1717.39,84027,2021,CITI,Propia,Contacto sin Promesa,PUBLICO,NO INDICA,SAN JOSE,650.0,682.5,40,No,0
200624,361.03,361.03,212144,2021,SERVIVALORES,Propia,Contacto sin Promesa,PUBLICO,FEM,SAN JOSE,162.5,195.0,39,No,0
52207,111.74,111.74,57297,2020,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,390.0,422.5,51,No,0
86105,358.07,358.07,92046,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,195.0,227.5,43,No,0
8846,614.25,614.25,9943,2021,CITI,Propia,Contacto indirecto,PUBLICO,FEM,SAN JOSE,65.0,97.5,38,No,0
132772,561.51,561.51,140259,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,422.5,455.0,43,No,0
89236,215.96,215.96,95218,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,FEM,SAN JOSE,292.5,325.0,42,No,2009
184935,158.62,151.09,196045,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,162.5,195.0,58,No,2016
189810,9801.95,9801.95,201078,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,FEM,PUNTARENAS,2697.5,2730.0,64,No,0
64173,2439.52,2439.52,69701,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,PUNTARENAS,0.0,32.5,43,No,0
3276,610.74,610.74,3680,2019,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,325.0,357.5,33,No,0
100030,844.27,844.27,106166,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,195.0,227.5,45,No,2018
169176,1592.99,1592.99,179475,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,260.0,292.5,27,No,0
160209,544.0,350.03,169272,2021,CREDIX,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,325.0,357.5,35,No,0
11857,324.06,324.06,13131,2020,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,520.0,552.5,33,No,0
202297,266.75,266.75,213841,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,162.5,195.0,52,No,0
147808,1012.82,1012.82,155791,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,CARTAGO,487.5,520.0,47,No,2019
207335,1531.18,1531.18,218995,2021,CITI,Propia,Contacto indirecto,PRIVADO,FEM,GUANACASTE,520.0,552.5,38,No,0
95160,121.68,121.68,101228,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,GUANACASTE,390.0,422.5,35,No,0
97029,456.81,456.81,103124,2019,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,HEREDIA,390.0,422.5,34,No,0
28275,4339.31,4339.31,31500,2021,SCOTIABANK,Propia,Contacto sin Promesa,PUBLICO,FEM,HEREDIA,292.5,325.0,61,No,0
150461,1181.22,1181.22,158484,2021,B-HSBC,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,195.0,227.5,48,No,0
166069,2350.85,2350.85,176089,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,65.0,97.5,30,No,0
176952,635.91,635.91,187769,2021,SCOTIABANK,Propia,Contacto indirecto,PROPIO,MASC,PUNTARENAS,130.0,162.5,71,No,0
20590,736.94,736.94,22733,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,130.0,162.5,33,No,0
618,914.1,914.1,722,2021,CITI,Propia,Contacto sin Promesa,PROPIO,FEM,LIMON,65.0,97.5,45,No,0
108776,1399.35,1399.35,114997,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,97.5,130.0,42,No,2011
200605,2384.77,2384.77,212125,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,390.0,422.5,55,No,0
44890,7072.32,7072.32,49719,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,910.0,942.5,58,No,0
116230,539.37,539.37,122683,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,130.0,162.5,37,No,0
165272,1955.35,1955.35,175183,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,FEM,GUANACASTE,260.0,292.5,64,No,0
51586,6659.75,6659.75,56654,2021,CREDIX,Propia,Contacto indirecto,PUBLICO,MASC,CARTAGO,162.5,195.0,48,No,0
124706,103.82,103.82,131732,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,162.5,195.0,58,No,0
114930,493.43,493.43,121332,2021,CITI,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,422.5,455.0,35,No,0
81681,570.19,570.19,87579,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,MASC,CARTAGO,325.0,357.5,45,No,0
184904,2496.0,2496.0,196012,2021,SCOTIABANK,Propia,Contacto indirecto,PUBLICO,MASC,ALAJUELA,357.5,390.0,34,No,0
176785,3756.49,3756.49,187596,2021,SCOTIABANK,Propia,Contacto indirecto,PROPIO,MASC,PUNTARENAS,292.5,325.0,73,No,0
34701,1725.96,1725.96,38801,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,747.5,780.0,53,No,0
183869,1936.9,1936.9,194939,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,260.0,292.5,50,No,0
109259,841.25,841.25,115486,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,812.5,845.0,31,No,0
65689,220.0,220.0,71246,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,617.5,650.0,54,No,0
79965,664.32,460.32,85834,2021,CITI,Propia,Contacto sin Promesa,PUBLICO,FEM,SAN JOSE,357.5,390.0,38,No,2016
110424,981.63,981.63,116674,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,357.5,390.0,78,No,0
114166,213.13,213.13,120531,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,390.0,422.5,28,No,0
139167,771.04,771.04,146937,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,FEM,ALAJUELA,97.5,130.0,30,No,0
125755,999.53,999.53,132843,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,227.5,260.0,27,No,0
182909,488.6,488.6,193936,2021,CITI,Propia,Contacto sin Promesa,PUBLICO,FEM,SAN JOSE,1040.0,1072.5,42,No,0
52312,2823.6,2823.6,57403,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,487.5,520.0,54,No,0
173565,445.09,445.09,184209,2020,SERVIVALORES,Propia,Contacto indirecto,PUBLICO,MASC,SAN JOSE,715.0,747.5,39,No,0
180494,2639.7,2639.7,191443,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,CARTAGO,942.5,975.0,71,No,2013
170108,1157.84,1157.84,180487,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,0.0,32.5,29,No,0
43025,558.59,558.59,47751,2021,CREDIX,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,162.5,195.0,52,No,2020
166176,16120.04,16120.04,176215,2021,DAVIVIENDA,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,1462.5,1495.0,33,No,0
176274,9862.68,9862.68,187067,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,CARTAGO,357.5,390.0,42,No,0
126069,388.47,388.47,133173,2021,CREDIX,Propia,Contacto indirecto,PRIVADO,FEM,ALAJUELA,32.5,65.0,54,No,0
163937,1337.66,1337.66,173673,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,195.0,227.5,27,No,0
94599,4890.35,4890.35,100657,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,422.5,455.0,49,No,2019
137740,3078.86,3078.86,145455,2021,SCOTIABANK,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,487.5,520.0,28,No,0
65375,3893.65,3893.65,70926,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,ALAJUELA,292.5,325.0,48,No,2015
123433,861.75,861.75,130384,2021,SCOTIABANK,Propia,Contacto sin Promesa,PROPIO,MASC,ALAJUELA,325.0,357.5,60,No,0
174193,3379.36,3379.36,184867,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,487.5,520.0,34,No,0
92786,2577.86,2577.86,98822,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,1560.0,1592.5,43,No,0
199416,1720.06,1720.06,210924,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,942.5,975.0,44,No,0
184470,4397.25,4397.25,195572,2020,CITI,Propia,Contacto indirecto,PUBLICO,FEM,SAN JOSE,65.0,97.5,67,No,0
137113,163.98,163.98,144808,2021,SERVIVALORES,Propia,Contacto sin Promesa,PROPIO,MASC,LIMON,455.0,487.5,68,No,0
99809,547.15,547.15,105942,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,325.0,357.5,38,No,2017
66289,2763.33,2763.33,71857,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,650.0,682.5,59,No,0
103920,126.28,126.28,110096,2021,DAVIVIENDA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,357.5,390.0,35,No,0
29757,64.71,64.71,33202,2020,CITI,Propia,Contacto indirecto,PRIVADO,MASC,LIMON,65.0,97.5,34,No,0
202174,298.7,298.7,213717,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,GUANACASTE,292.5,325.0,34,No,0
144823,5045.03,5045.03,152738,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,HEREDIA,487.5,520.0,55,No,0
210176,1447.67,1447.67,221949,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,GUANACASTE,325.0,357.5,28,No,2021
75336,567.43,567.43,81089,2021,SERVIVALORES,Propia,Contacto indirecto,PROPIO,MASC,CARTAGO,357.5,390.0,40,No,2018
70054,324.47,324.47,75693,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,65.0,97.5,45,No,0
69949,13561.91,13561.91,75588,2021,A-PROMERICA,Propia,Contacto indirecto,PUBLICO,MASC,SAN JOSE,1462.5,1495.0,59,No,0
117391,1088.86,1088.86,123888,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,552.5,585.0,37,No,2016
66989,640.27,640.27,72575,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,357.5,390.0,46,No,0
30940,507.29,507.29,34574,2021,SERVIVALORES,Propia,Contacto indirecto,PROPIO,FEM,HEREDIA,65.0,97.5,59,No,0
8287,1731.32,1731.32,9336,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,PUNTARENAS,487.5,520.0,33,No,0
188654,694.08,694.08,199891,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,325.0,357.5,32,No,0
198645,829.19,829.19,210141,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,FEM,SAN JOSE,292.5,325.0,44,No,0
96800,2615.91,2615.91,102890,2021,CITI,Propia,Contacto indirecto,PUBLICO,MASC,LIMON,487.5,520.0,53,No,0
145348,1091.28,1091.28,153279,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,SAN JOSE,32.5,65.0,62,No,0
152877,908.82,908.82,160959,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,MASC,CARTAGO,585.0,617.5,39,No,0
205060,296.94,296.94,216665,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,227.5,260.0,34,No,0
119597,619.5,619.5,126262,2021,A-PROMERICA,Propia,Embargo aplicado,PRIVADO,MASC,SAN JOSE,390.0,422.5,36,No,0
61229,2676.21,2676.21,66676,2021,CREDIX,Propia,Contacto indirecto,PROPIO,MASC,SAN JOSE,422.5,455.0,58,No,0
14927,6395.18,6395.18,16427,2021,DAVIVIENDA,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,422.5,455.0,55,No,2020
144324,691.06,691.06,152228,2020,SERVIVALORES,Propia,Contacto indirecto,PUBLICO,FEM,SAN JOSE,130.0,162.5,45,No,0
96052,389.87,389.87,102134,2020,CITI,Propia,Contacto indirecto,PROPIO,FEM,SAN JOSE,390.0,422.5,41,No,0
8539,157.81,157.81,9617,0,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,SAN JOSE,195.0,227.5,31,No,0
22291,2622.1,2622.1,24634,2021,DAVIVIENDA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,260.0,292.5,57,No,0
154842,642.71,642.71,163042,2021,CITI,Propia,Contacto indirecto,PRIVADO,MASC,ALAJUELA,260.0,292.5,31,No,0
90240,659.32,659.32,96238,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,682.5,715.0,39,No,0
133239,324.74,324.74,140745,2021,CITI,Propia,Contacto sin Promesa,PUBLICO,FEM,ALAJUELA,0.0,32.5,57,No,0
97262,817.16,817.16,103363,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,292.5,325.0,35,No,0
89422,657.51,657.51,95406,2021,CITI,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,520.0,552.5,38,No,0
188284,1431.61,1431.61,199510,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,390.0,422.5,58,No,0
195579,212.76,212.76,207004,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,GUANACASTE,32.5,65.0,64,No,0
108940,380.25,380.25,115164,2021,SERVIVALORES,Propia,Contacto indirecto,PRIVADO,FEM,SAN JOSE,292.5,325.0,35,No,0
112292,1659.97,1659.97,118595,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,747.5,780.0,51,No,2012
164304,8667.04,8667.04,174094,2021,SCOTIABANK,Propia,Contacto indirecto,PRIVADO,FEM,ALAJUELA,130.0,162.5,35,No,0
63321,3341.72,3341.72,68836,2021,A-PROMERICA,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,357.5,390.0,55,No,0
90628,390.14,390.14,96633,2021,CITI,Propia,Contacto sin Promesa,PROPIO,MASC,SAN JOSE,357.5,390.0,54,No,0
11559,4045.5,4045.5,12812,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,LIMON,422.5,455.0,37,No,0
192388,860.97,860.97,203729,2021,DAVIVIENDA,Propia,Contacto sin Promesa,PRIVADO,MASC,PUNTARENAS,845.0,877.5,56,No,0
33802,5146.21,5146.21,37815,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,845.0,877.5,51,No,0
